date,result,fighter,opponent,division,method,round,time,knockdowns,sub_attempts,pass,reversals,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts,fighter_stance,opponent_stance,index
"August 10, 2024",W,Karol Rosa,Pannie Kianzad,Women's Bantamweight,U-DEC,3,5:00,0,0,0.0,4:24,1,2,117,194,140,223,70,132,8,9,39,53,100,170,16,23,1,1,0.0,0.0,130
"August 10, 2024",L,Pannie Kianzad,Karol Rosa,Women's Bantamweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,92,182,138,229,56,138,20,27,16,17,82,163,10,19,0,0,0.0,0.0,131
"August 10, 2024",W,Jhonata Diniz,Karl Williams,Heavyweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,59,103,63,107,32,75,3,3,24,25,58,101,1,2,0,0,0.0,0.0,132
"August 10, 2024",L,Karl Williams,Jhonata Diniz,Heavyweight,U-DEC,3,5:00,0,0,0.0,2:39,2,5,29,84,49,120,22,74,2,4,5,6,25,75,0,0,4,9,0.0,0.0,133
"August 10, 2024",W,Youssef Zalal,Jarno Errens,Featherweight,SUB,1,3:52,0,1,0.0,1:08,1,2,10,12,10,12,2,2,1,1,7,9,10,12,0,0,0,0,1.0,0.0,134
"August 10, 2024",L,Jarno Errens,Youssef Zalal,Featherweight,SUB,1,3:52,0,0,0.0,0:00,0,0,6,26,7,27,3,22,3,3,0,1,6,26,0,0,0,0,0.0,1.0,135
"August 10, 2024",W,Stephanie Luciano,Talita Alencar,Women's Strawweight,U-DEC,3,5:00,1,0,0.0,1:10,0,0,72,175,87,190,49,139,14,22,9,14,66,167,5,7,1,1,5.0,0.0,136
"August 10, 2024",L,Talita Alencar,Stephanie Luciano,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0:38,1,10,41,151,45,159,20,100,16,44,5,7,36,141,5,9,0,1,0.0,5.0,137
"August 03, 2024",W,Umar Nurmagomedov,Cory Sandhagen,Bantamweight,U-DEC,5,5:00,0,0,0.0,5:11,5,13,98,187,123,219,48,124,27,39,23,24,96,182,2,5,0,0,0.0,1.0,138
"August 03, 2024",L,Cory Sandhagen,Umar Nurmagomedov,Bantamweight,U-DEC,5,5:00,0,0,0.0,0:12,0,2,71,159,80,172,26,94,18,32,27,33,71,158,0,1,0,0,1.0,0.0,139
"August 03, 2024",W,Shara Magomedov,Michal Oleksiejczuk,Middleweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,97,178,123,209,52,112,33,52,12,14,89,163,8,15,0,0,0.0,1.0,140
"August 03, 2024",L,Michal Oleksiejczuk,Shara Magomedov,Middleweight,U-DEC,3,5:00,0,0,0.0,2:39,3,7,77,146,94,172,45,103,18,27,14,16,72,138,4,6,1,2,1.0,0.0,141
"August 03, 2024",W,Deiveson Figueiredo,Marlon Vera,Bantamweight,U-DEC,3,5:00,1,0,0.0,2:30,2,14,45,90,59,104,18,57,15,20,12,13,42,84,1,2,2,4,0.0,0.0,142
"August 03, 2024",L,Marlon Vera,Deiveson Figueiredo,Bantamweight,U-DEC,3,5:00,0,0,0.0,0:08,0,0,52,117,67,136,15,67,15,22,22,28,46,108,6,9,0,0,0.0,0.0,143
"August 03, 2024",W,Michael Chiesa,Tony Ferguson,Welterweight,SUB,1,3:44,0,1,0.0,0:34,1,1,4,25,4,25,3,23,1,2,0,0,4,25,0,0,0,0,1.0,0.0,144
"August 03, 2024",L,Tony Ferguson,Michael Chiesa,Welterweight,SUB,1,3:44,0,0,0.0,0:00,0,0,10,18,10,18,4,9,1,3,5,6,10,18,0,0,0,0,0.0,1.0,145
"August 03, 2024",W,Mackenzie Dern,Loopy Godinez,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,2:45,2,5,72,203,103,235,61,188,5,6,6,9,66,195,6,8,0,0,0.0,0.0,146
"August 03, 2024",L,Loopy Godinez,Mackenzie Dern,Women's Strawweight,U-DEC,3,5:00,0,1,1.0,1:41,2,3,67,146,72,152,45,116,16,23,6,7,58,136,9,10,0,0,0.0,0.0,147
"August 03, 2024",W,Joel Alvarez,Elves Brener,Lightweight,KO/TKO,3,3:36,1,1,0.0,0:51,0,1,95,141,114,164,67,111,24,26,4,4,71,112,24,29,0,0,0.0,0.0,148
"August 03, 2024",L,Elves Brener,Joel Alvarez,Lightweight,KO/TKO,3,3:36,0,0,0.0,0:22,0,5,45,97,45,98,17,58,7,16,21,23,45,96,0,1,0,0,0.0,0.0,149
"August 03, 2024",W,Azamat Murzakanov,Alonzo Menifield,Light Heavyweight,KO/TKO,2,3:18,1,0,0.0,0:44,0,1,45,85,48,88,34,69,11,16,0,0,43,82,0,1,2,2,1.0,0.0,150
"August 03, 2024",L,Alonzo Menifield,Azamat Murzakanov,Light Heavyweight,KO/TKO,2,3:18,0,0,0.0,0:51,0,0,15,74,19,80,14,73,1,1,0,0,15,73,0,1,0,0,0.0,1.0,151
"August 03, 2024",W,Kaue Fernandes,Mohammad Yahya,Lightweight,KO/TKO,1,4:45,1,0,0.0,0:09,0,0,37,63,37,63,21,44,6,9,10,10,29,49,0,0,8,14,0.0,1.0,152
"August 03, 2024",L,Mohammad Yahya,Kaue Fernandes,Lightweight,KO/TKO,1,4:45,0,0,0.0,0:00,0,0,4,18,4,18,2,15,0,1,2,2,4,18,0,0,0,0,1.0,0.0,153
"August 03, 2024",W,Shamil Gaziev,Don'Tale Mayes,Heavyweight,U-DEC,3,5:00,0,0,0.0,11:58,2,3,31,46,89,114,22,37,8,8,1,1,12,25,15,17,4,4,0.0,0.0,154
"August 03, 2024",L,Don'Tale Mayes,Shamil Gaziev,Heavyweight,U-DEC,3,5:00,0,0,0.0,0:00,0,2,27,58,57,95,18,45,5,9,4,4,25,53,2,5,0,0,0.0,0.0,155
"August 03, 2024",W,Guram Kutateladze,Jordan Vucenic,Lightweight,U-DEC,3,5:00,0,0,0.0,4:05,1,4,30,68,87,152,13,48,13,16,4,4,15,50,11,11,4,7,0.0,5.0,156
"August 03, 2024",L,Jordan Vucenic,Guram Kutateladze,Lightweight,U-DEC,3,5:00,1,0,0.0,4:32,0,5,34,85,81,139,23,72,10,12,1,1,24,71,7,9,3,5,5.0,0.0,157
"August 03, 2024",W,Sam Hughes,Viktoriia Dudakova,Women's Strawweight,S-DEC,3,5:00,0,0,0.0,2:14,0,0,97,193,139,240,65,147,24,38,8,8,86,179,6,9,5,5,0.0,0.0,158
"August 03, 2024",L,Viktoriia Dudakova,Sam Hughes,Women's Strawweight,S-DEC,3,5:00,0,0,0.0,4:38,3,10,61,144,104,199,45,122,15,21,1,1,50,125,11,19,0,0,0.0,0.0,159
"August 03, 2024",W,Jai Herbert,Rolando Bedoya,Lightweight,U-DEC,3,5:00,1,0,0.0,0:33,2,3,82,178,89,185,47,132,27,36,8,10,79,173,3,4,0,1,0.0,0.0,160
"August 03, 2024",L,Rolando Bedoya,Jai Herbert,Lightweight,U-DEC,3,5:00,0,0,0.0,1:11,0,1,67,199,71,206,29,134,10,23,28,42,64,192,3,7,0,0,0.0,0.0,161
"August 03, 2024",W,Sedriques Dumas,Denis Tiuliulin,Middleweight,U-DEC,3,5:00,0,0,0.0,6:00,3,10,49,88,95,140,28,66,9,10,12,12,40,79,1,1,8,8,0.0,0.0,162
"August 03, 2024",L,Denis Tiuliulin,Sedriques Dumas,Middleweight,U-DEC,3,5:00,0,0,0.0,2:27,3,5,26,70,183,246,10,49,13,18,3,3,24,67,2,2,0,1,0.0,0.0,163
"July 27, 2024",W,Belal Muhammad,Leon Edwards,Welterweight,U-DEC,5,5:00,0,0,0.0,12:02,9,13,68,121,192,281,59,110,9,11,0,0,62,111,0,4,6,6,0.0,1.0,164
"July 27, 2024",L,Leon Edwards,Belal Muhammad,Welterweight,U-DEC,5,5:00,0,0,2.0,7:11,2,2,47,71,89,114,32,53,12,15,3,3,35,58,6,7,6,6,1.0,0.0,165
"July 27, 2024",W,Tom Aspinall,Curtis Blaydes,Heavyweight,KO/TKO,1,1:00,1,0,0.0,0:13,0,0,14,19,14,19,14,19,0,0,0,0,4,8,0,0,10,11,0.0,0.0,166
"July 27, 2024",L,Curtis Blaydes,Tom Aspinall,Heavyweight,KO/TKO,1,1:00,0,0,0.0,0:00,0,0,5,11,5,12,5,11,0,0,0,0,5,11,0,0,0,0,0.0,0.0,167
"July 27, 2024",W,Paddy Pimblett,King Green,Lightweight,SUB,1,3:22,0,2,0.0,0:00,0,0,8,13,10,16,2,4,0,0,6,9,8,13,0,0,0,0,0.0,5.0,168
"July 27, 2024",L,King Green,Paddy Pimblett,Lightweight,SUB,1,3:22,0,0,0.0,0:34,1,1,15,21,15,21,2,6,3,5,10,10,15,21,0,0,0,0,5.0,0.0,169
"July 27, 2024",W,Gregory Rodrigues,Christian Leroy Duncan,Middleweight,U-DEC,3,5:00,0,0,0.0,8:20,4,12,45,79,78,120,37,69,8,10,0,0,28,55,12,18,5,6,0.0,5.0,170
"July 27, 2024",L,Christian Leroy Duncan,Gregory Rodrigues,Middleweight,U-DEC,3,5:00,0,0,0.0,1:45,0,0,29,48,53,77,13,28,7,10,9,10,23,40,6,8,0,0,5.0,0.0,171
"July 27, 2024",W,Arnold Allen,Giga Chikadze,Featherweight,U-DEC,3,5:00,0,0,0.0,0:00,0,1,61,122,61,122,43,95,16,22,2,5,61,122,0,0,0,0,1.0,0.0,172
"July 27, 2024",L,Giga Chikadze,Arnold Allen,Featherweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,38,111,39,112,22,83,12,24,4,4,38,111,0,0,0,0,0.0,1.0,173
"July 27, 2024",W,Nathaniel Wood,Daniel Pineda,Featherweight,U-DEC,3,5:00,1,1,1.0,3:42,0,0,66,93,81,110,35,56,12,14,19,23,55,79,0,0,11,14,0.0,0.0,174
"July 27, 2024",L,Daniel Pineda,Nathaniel Wood,Featherweight,U-DEC,3,5:00,0,0,2.0,5:32,1,6,32,69,80,125,21,53,3,5,8,11,19,53,2,2,11,14,0.0,0.0,175
"July 27, 2024",W,Bruna Brasil,Molly McCann,Women's Strawweight,U-DEC,3,5:00,0,0,1.0,5:35,3,3,44,74,63,99,20,46,22,24,2,4,32,56,8,9,4,9,0.0,0.0,176
"July 27, 2024",L,Molly McCann,Bruna Brasil,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,3:31,2,7,32,56,57,84,19,38,11,15,2,3,28,52,2,2,2,2,0.0,0.0,177
"July 27, 2024",W,Jake Hadley,Caolan Loughran,Bantamweight,U-DEC,3,5:00,0,0,0.0,0:07,0,1,81,154,107,181,35,106,13,15,33,33,78,150,3,4,0,0,1.0,0.0,178
"July 27, 2024",L,Caolan Loughran,Jake Hadley,Bantamweight,U-DEC,3,5:00,0,0,0.0,1:47,1,8,66,181,68,188,33,136,18,29,15,16,64,178,1,2,1,1,0.0,1.0,179
"July 27, 2024",W,Muhammad Mokaev,Manel Kape,Flyweight,U-DEC,3,5:00,0,0,0.0,2:11,3,8,30,82,47,102,11,39,13,22,6,21,27,78,2,2,1,2,0.0,1.0,180
"July 27, 2024",L,Manel Kape,Muhammad Mokaev,Flyweight,U-DEC,3,5:00,0,0,0.0,0:04,0,1,20,48,34,67,16,39,4,7,0,2,20,48,0,0,0,0,1.0,0.0,181
"July 27, 2024",W,Oban Elliott,Preston Parsons,Welterweight,U-DEC,3,5:00,0,0,0.0,4:56,1,2,44,125,49,142,36,116,4,5,4,4,41,122,3,3,0,0,0.0,0.0,182
"July 27, 2024",L,Preston Parsons,Oban Elliott,Welterweight,U-DEC,3,5:00,0,0,0.0,1:58,1,9,36,93,71,133,15,66,4,9,17,18,31,85,5,8,0,0,0.0,0.0,183
"July 27, 2024",W,Modestas Bukauskas,Marcin Prachnio,Light Heavyweight,SUB,3,3:12,0,1,0.0,5:31,2,2,38,76,56,101,28,64,7,9,3,3,29,62,3,7,6,7,1.0,0.0,184
"July 27, 2024",L,Marcin Prachnio,Modestas Bukauskas,Light Heavyweight,SUB,3,3:12,0,0,0.0,0:09,0,0,70,139,120,200,19,74,31,44,20,21,58,123,12,16,0,0,0.0,1.0,185
"July 27, 2024",W,Sam Patterson,Kiefer Crosbie,Welterweight,SUB,1,2:50,0,1,0.0,0:56,1,1,9,26,13,31,8,24,1,2,0,0,9,26,0,0,0,0,0.0,1.0,186
"July 27, 2024",L,Kiefer Crosbie,Sam Patterson,Welterweight,SUB,1,2:50,0,0,0.0,0:15,0,0,9,16,10,17,4,8,0,0,5,8,9,16,0,0,0,0,1.0,0.0,187
"July 27, 2024",W,Mick Parkin,Lukasz Brzeski,Heavyweight,KO/TKO,1,3:23,1,0,0.0,0:02,0,0,34,52,34,52,29,46,0,1,5,5,28,44,3,4,3,4,0.0,0.0,188
"July 27, 2024",L,Lukasz Brzeski,Mick Parkin,Heavyweight,KO/TKO,1,3:23,0,0,0.0,0:00,0,0,24,42,26,44,12,28,3,5,9,9,20,38,4,4,0,0,0.0,0.0,189
"July 27, 2024",W,Shauna Bannon,Alice Ardelean,Women's Strawweight,S-DEC,3,5:00,0,0,0.0,0:10,0,2,77,169,151,252,44,119,22,36,11,14,73,164,4,5,0,0,1.0,5.0,190
"July 27, 2024",L,Alice Ardelean,Shauna Bannon,Women's Strawweight,S-DEC,3,5:00,0,0,0.0,5:54,2,4,57,105,80,139,42,84,10,15,5,6,50,97,3,3,4,5,5.0,1.0,191
"July 20, 2024",W,Virna Jandiroba,Amanda Lemos,Women's Strawweight,SUB,2,4:48,0,4,1.0,6:27,1,5,2,8,20,27,2,7,0,0,0,1,2,8,0,0,0,0,0.0,1.0,192
"July 20, 2024",L,Amanda Lemos,Virna Jandiroba,Women's Strawweight,SUB,2,4:48,0,1,1.0,0:51,0,0,2,9,5,12,2,8,0,0,0,1,1,8,0,0,1,1,1.0,0.0,193
"July 20, 2024",W,Steve Garcia,SeungWoo Choi,Featherweight,KO/TKO,1,1:36,1,0,0.0,0:37,0,1,15,27,18,34,10,19,2,5,3,3,9,19,1,2,5,6,1.0,0.0,194
"July 20, 2024",L,SeungWoo Choi,Steve Garcia,Featherweight,KO/TKO,1,1:36,0,0,0.0,0:00,0,0,9,15,9,16,7,13,0,0,2,2,9,15,0,0,0,0,0.0,1.0,195
"July 20, 2024",W,Kurt Holobaugh,Kaynan Kruschewsky,Lightweight,U-DEC,3,5:00,0,0,1.0,5:21,1,4,92,171,171,275,58,131,25,30,9,10,74,141,18,30,0,0,0.0,0.0,196
"July 20, 2024",L,Kaynan Kruschewsky,Kurt Holobaugh,Lightweight,U-DEC,3,5:00,0,2,0.0,2:47,3,3,89,156,115,195,61,120,27,35,1,1,53,114,28,33,8,9,0.0,0.0,197
"July 20, 2024",W,Bruno Silva,Cody Durden,Flyweight,KO/TKO,2,2:58,1,0,0.0,0:23,0,2,42,73,45,77,31,57,6,10,5,6,24,51,1,1,17,21,0.0,1.0,198
"July 20, 2024",L,Cody Durden,Bruno Silva,Flyweight,KO/TKO,2,2:58,0,3,0.0,2:35,1,1,28,63,31,68,20,52,5,7,3,4,27,62,1,1,0,0,1.0,0.0,199
"July 20, 2024",W,Dooho Choi,Bill Algeo,Featherweight,KO/TKO,2,3:38,0,3,0.0,1:33,2,3,21,35,32,47,15,28,3,3,3,4,17,30,3,4,1,1,0.0,1.0,200
"July 20, 2024",L,Bill Algeo,Dooho Choi,Featherweight,KO/TKO,2,3:38,0,0,1.0,3:09,2,3,17,49,38,74,11,36,3,5,3,8,14,45,2,2,1,2,1.0,0.0,201
"July 20, 2024",W,Hyder Amil,JeongYeong Lee,Featherweight,KO/TKO,1,1:05,0,0,0.0,0:00,0,0,42,63,42,63,37,54,2,3,3,6,42,63,0,0,0,0,1.0,0.0,202
"July 20, 2024",L,JeongYeong Lee,Hyder Amil,Featherweight,KO/TKO,1,1:05,0,0,0.0,0:04,0,0,4,10,4,10,3,9,1,1,0,0,4,10,0,0,0,0,0.0,1.0,203
"July 20, 2024",W,Cody Gibson,Brian Kelleher,Bantamweight,SUB,1,3:58,0,1,0.0,2:38,2,5,13,24,18,30,9,19,2,3,2,2,10,18,3,5,0,1,0.0,1.0,204
"July 20, 2024",L,Brian Kelleher,Cody Gibson,Bantamweight,SUB,1,3:58,0,0,0.0,0:05,0,0,2,12,2,13,0,8,0,1,2,3,2,12,0,0,0,0,1.0,0.0,205
"July 20, 2024",W,Miranda Maverick,Dione Barbosa,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,8:07,2,5,30,88,102,188,9,55,7,15,14,18,23,77,2,2,5,9,1.0,0.0,206
"July 20, 2024",L,Dione Barbosa,Miranda Maverick,Women's Flyweight,U-DEC,3,5:00,0,1,0.0,0:49,1,2,21,52,47,85,19,47,1,4,1,1,19,50,2,2,0,0,0.0,1.0,207
"July 20, 2024",W,Trey Ogden,Loik Radzhabov,Lightweight,U-DEC,3,5:00,0,2,0.0,9:47,4,5,24,47,116,148,14,35,5,5,5,7,21,44,2,2,1,1,0.0,0.0,208
"July 20, 2024",L,Loik Radzhabov,Trey Ogden,Lightweight,U-DEC,3,5:00,0,0,0.0,1:36,0,0,42,86,97,157,38,78,2,6,2,2,23,56,1,1,18,29,0.0,0.0,209
"July 20, 2024",W,Luana Carolina,Lucie Pudilova,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,0:41,0,1,94,167,114,199,45,101,23,35,26,31,73,142,21,25,0,0,0.0,0.0,210
"July 20, 2024",L,Lucie Pudilova,Luana Carolina,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,2:05,2,4,43,114,62,145,25,86,16,23,2,5,27,93,16,21,0,0,0.0,0.0,211
"July 20, 2024",W,Thomas Petersen,Mohammed Usman,Heavyweight,U-DEC,3,5:00,0,0,0.0,1:01,2,5,76,138,98,164,58,117,13,16,5,5,72,134,3,3,1,1,1.0,0.0,212
"July 20, 2024",L,Mohammed Usman,Thomas Petersen,Heavyweight,U-DEC,3,5:00,0,0,0.0,0:00,0,1,63,185,63,185,44,151,19,33,0,1,61,181,2,4,0,0,0.0,1.0,213
"July 13, 2024",W,Rose Namajunas,Tracy Cortez,Women's Flyweight,U-DEC,5,5:00,1,0,0.0,6:36,5,5,96,180,119,215,66,146,17,20,13,14,93,175,3,5,0,0,0.0,0.0,214
"July 13, 2024",L,Tracy Cortez,Rose Namajunas,Women's Flyweight,U-DEC,5,5:00,0,0,0.0,0:58,2,5,58,198,85,233,31,162,14,17,13,19,52,189,6,9,0,0,0.0,0.0,215
"July 13, 2024",W,Muslim Salikhov,Santiago Ponzinibbio,Welterweight,S-DEC,3,5:00,0,0,0.0,0:00,0,5,46,121,69,146,20,87,20,27,6,7,45,120,1,1,0,0,0.0,0.0,216
"July 13, 2024",L,Santiago Ponzinibbio,Muslim Salikhov,Welterweight,S-DEC,3,5:00,0,0,0.0,2:29,2,5,41,117,42,118,31,102,5,7,5,8,40,116,1,1,0,0,0.0,0.0,217
"July 13, 2024",W,Jean Silva,Drew Dober,Lightweight,KO/TKO,3,1:28,0,0,0.0,0:00,0,0,53,109,53,109,37,89,15,19,1,1,48,101,5,7,0,1,0.0,1.0,218
"July 13, 2024",L,Drew Dober,Jean Silva,Lightweight,KO/TKO,3,1:28,0,0,0.0,0:30,0,4,59,147,59,148,29,109,21,28,9,10,55,138,4,9,0,0,1.0,0.0,219
"July 13, 2024",W,Gabriel Bonfim,Ange Loosa,Welterweight,U-DEC,3,5:00,0,0,0.0,0:10,1,1,101,225,106,232,64,182,32,38,5,5,85,204,16,20,0,1,0.0,0.0,220
"July 13, 2024",L,Ange Loosa,Gabriel Bonfim,Welterweight,U-DEC,3,5:00,0,0,0.0,2:35,4,13,52,153,60,166,37,125,7,19,8,9,45,144,2,2,5,7,0.0,0.0,221
"July 13, 2024",W,Julian Erosa,Christian Rodriguez,Featherweight,SUB,1,4:49,0,1,0.0,0:41,1,1,35,88,39,94,27,73,7,13,1,2,33,84,2,4,0,0,1.0,0.0,222
"July 13, 2024",L,Christian Rodriguez,Julian Erosa,Featherweight,SUB,1,4:49,0,0,1.0,0:19,0,0,33,75,33,76,26,67,2,2,5,6,31,73,0,0,2,2,0.0,1.0,223
"July 13, 2024",D,Abdul Razak Alhassan,Cody Brundage,Middleweight,CNC,1,0:37,0,0,0.0,0:27,0,0,23,30,24,35,23,30,0,0,0,0,0,0,4,4,19,26,0.0,0.0,224
"July 13, 2024",D,Cody Brundage,Abdul Razak Alhassan,Middleweight,CNC,1,0:37,0,0,0.0,0:03,0,1,1,2,1,2,1,2,0,0,0,0,1,2,0,0,0,0,0.0,0.0,225
"July 13, 2024",W,Charles Johnson,Joshua Van,Flyweight,KO/TKO,3,0:20,1,0,0.0,0:34,0,2,88,191,90,195,44,124,25,41,19,26,84,184,3,6,1,1,1.0,0.0,226
"July 13, 2024",L,Joshua Van,Charles Johnson,Flyweight,KO/TKO,3,0:20,0,0,0.0,0:15,1,1,67,133,72,140,44,106,17,20,6,7,60,123,7,9,0,1,0.0,1.0,227
"July 13, 2024",W,Jasmine Jasudavicius,Fatima Kline,Women's Flyweight,U-DEC,3,5:00,0,1,0.0,7:48,4,6,40,89,93,165,25,65,9,18,6,6,27,70,4,6,9,13,0.0,5.0,228
"July 13, 2024",L,Fatima Kline,Jasmine Jasudavicius,Women's Flyweight,U-DEC,3,5:00,0,0,0.0,0:52,1,1,39,81,48,94,32,73,5,6,2,2,33,74,3,4,3,3,5.0,0.0,229
"July 13, 2024",W,Montel Jackson,Da'Mon Blackshear,Bantamweight,KO/TKO,1,0:18,1,0,0.0,0:02,0,0,4,6,4,6,4,5,0,1,0,0,1,3,0,0,3,3,1.0,1.0,230
"July 13, 2024",L,Da'Mon Blackshear,Montel Jackson,Bantamweight,KO/TKO,1,0:18,0,0,0.0,0:00,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1.0,1.0,231
"July 13, 2024",W,Luana Santos,Mariya Agapova,Women's Flyweight,SUB,1,3:27,0,3,0.0,2:23,1,1,2,4,9,12,2,4,0,0,0,0,2,4,0,0,0,0,0.0,1.0,232
"July 13, 2024",L,Mariya Agapova,Luana Santos,Women's Flyweight,SUB,1,3:27,0,0,0.0,0:00,0,0,3,14,20,31,1,5,0,2,2,7,3,14,0,0,0,0,1.0,0.0,233
"July 13, 2024",W,Andre Petroski,Josh Fremd,Middleweight,U-DEC,3,5:00,0,1,0.0,12:50,3,4,12,18,30,51,5,11,5,5,2,2,10,14,0,0,2,4,1.0,0.0,234
"July 13, 2024",L,Josh Fremd,Andre Petroski,Middleweight,U-DEC,3,5:00,0,0,0.0,0:13,0,0,16,24,60,74,10,15,6,8,0,1,14,20,1,3,1,1,0.0,1.0,235
"July 13, 2024",W,Evan Elder,Darrius Flowers,Welterweight,SUB,2,1:46,0,1,1.0,2:01,0,1,45,86,61,104,17,51,27,33,1,2,29,60,3,5,13,21,1.0,0.0,236
"July 13, 2024",L,Darrius Flowers,Evan Elder,Welterweight,SUB,2,1:46,0,0,1.0,0:28,1,2,24,60,26,65,12,37,5,13,7,10,21,56,3,4,0,0,0.0,1.0,237
"June 29, 2024",W,Alex Pereira,Jiri Prochazka,Light Heavyweight,KO/TKO,2,0:13,2,0,0.0,0:03,0,0,38,50,49,61,21,32,8,9,9,9,21,31,7,7,10,12,0.0,0.0,238
"June 29, 2024",L,Jiri Prochazka,Alex Pereira,Light Heavyweight,KO/TKO,2,0:13,0,0,0.0,1:11,0,0,7,25,7,25,4,20,2,4,1,1,6,24,1,1,0,0,0.0,0.0,239
"June 29, 2024",W,Diego Lopes,Dan Ige,Catch Weight,U-DEC,3,5:00,0,1,0.0,4:06,1,3,49,100,90,143,32,74,8,14,9,12,38,85,10,14,1,1,0.0,0.0,240
"June 29, 2024",L,Dan Ige,Diego Lopes,Catch Weight,U-DEC,3,5:00,0,0,0.0,1:39,0,1,42,77,67,103,34,67,4,5,4,5,24,53,3,4,15,20,0.0,0.0,241
"June 29, 2024",W,Roman Dolidze,Anthony Smith,Light Heavyweight,U-DEC,3,5:00,0,0,0.0,3:33,1,3,100,185,103,188,61,135,12,16,27,34,65,132,3,4,32,49,0.0,0.0,242
"June 29, 2024",L,Anthony Smith,Roman Dolidze,Light Heavyweight,U-DEC,3,5:00,0,0,0.0,0:00,0,0,51,93,51,93,27,67,4,4,20,22,51,93,0,0,0,0,0.0,0.0,243
"June 29, 2024",W,Macy Chiasson,Mayra Bueno Silva,Women's Bantamweight,KO/TKO,2,1:58,0,0,0.0,1:48,1,1,50,85,64,99,27,59,13,16,10,10,22,52,18,23,10,10,0.0,0.0,244
"June 29, 2024",L,Mayra Bueno Silva,Macy Chiasson,Women's Bantamweight,KO/TKO,2,1:58,0,0,0.0,1:19,0,4,46,59,53,66,24,34,20,22,2,3,21,32,23,25,2,2,0.0,0.0,245
"June 29, 2024",W,Ian Machado Garry,Michael Page,Welterweight,U-DEC,3,5:00,0,2,0.0,7:29,2,5,19,39,65,101,12,26,3,7,4,6,9,25,5,7,5,7,5.0,1.0,246
"June 29, 2024",L,Michael Page,Ian Machado Garry,Welterweight,U-DEC,3,5:00,0,0,0.0,1:52,0,0,21,38,52,74,15,28,4,5,2,5,19,34,0,1,2,3,1.0,5.0,247
"June 29, 2024",W,Joe Pyfer,Marc-Andre Barriault,Middleweight,KO/TKO,1,1:25,1,0,0.0,0:00,0,0,8,10,8,10,4,5,1,2,3,3,7,9,0,0,1,1,0.0,0.0,248
"June 29, 2024",L,Marc-Andre Barriault,Joe Pyfer,Middleweight,KO/TKO,1,1:25,0,0,0.0,0:00,0,0,0,5,0,5,0,3,0,1,0,1,0,5,0,0,0,0,0.0,0.0,249
"June 29, 2024",W,Andre Fili,Cub Swanson,Featherweight,S-DEC,3,5:00,0,0,0.0,3:50,2,11,67,147,70,151,49,118,13,22,5,7,52,126,15,21,0,0,0.0,0.0,250
"June 29, 2024",L,Cub Swanson,Andre Fili,Featherweight,S-DEC,3,5:00,0,0,0.0,0:29,0,2,62,111,90,140,43,86,7,11,12,14,53,101,9,10,0,0,0.0,0.0,251
"June 29, 2024",W,Jean Silva,Charles Jourdain,Featherweight,KO/TKO,2,1:22,2,0,0.0,0:09,0,0,34,55,35,56,26,47,7,7,1,1,14,31,16,19,4,5,0.0,1.0,252
"June 29, 2024",L,Charles Jourdain,Jean Silva,Featherweight,KO/TKO,2,1:22,0,0,0.0,1:17,3,7,23,46,24,48,6,26,11,14,6,6,17,39,5,5,1,2,1.0,0.0,253
"June 29, 2024",W,Payton Talbott,Yanis Ghemmouri,Bantamweight,KO/TKO,1,0:19,1,0,0.0,0:01,0,0,13,13,13,13,12,12,0,0,1,1,4,4,0,0,9,9,1.0,0.0,254
"June 29, 2024",L,Yanis Ghemmouri,Payton Talbott,Bantamweight,KO/TKO,1,0:19,0,0,0.0,0:00,0,0,1,2,1,2,0,1,0,0,1,1,1,2,0,0,0,0,0.0,1.0,255
"June 29, 2024",W,Gillian Robertson,Michelle Waterson-Gomez,Women's Strawweight,U-DEC,3,5:00,0,2,0.0,12:34,2,6,77,105,122,156,67,94,9,9,1,2,10,24,0,0,67,81,0.0,5.0,256
"June 29, 2024",L,Michelle Waterson-Gomez,Gillian Robertson,Women's Strawweight,U-DEC,3,5:00,0,0,0.0,0:19,1,1,21,52,41,75,19,48,1,3,1,1,9,37,3,4,9,11,5.0,0.0,257
"June 29, 2024",W,Martin Buday,Andrei Arlovski,Heavyweight,S-DEC,3,5:00,0,0,0.0,2:40,0,0,54,84,165,199,24,51,25,27,5,6,23,48,31,36,0,0,0.0,0.0,258
